example_id,stratum,position,offset,timestep,corruption_level,n_corrupted_predecessors,clean_token,proposed_token,verifier_token,accepted,entropy,normalized_entropy,top1_probability,top1_top2_margin,effective_support,existing_draftability_score,teacher_entropy,corrupt_entropy
w0003r3,FULL,122,4,1.0,1,2,314,279,314,0,6.359861,0.511964,0.106964,0.046018,578.1663,1.946213,1.890258,7.604688
w0003r3,FULL,123,5,1.0,1,3,2776,279,279,1,6.44489,0.518809,0.083298,0.029517,629.4775,1.974991,1.202885,7.403463
w0003r3,FULL,124,6,1.0,1,4,17180,279,17180,0,6.504364,0.523597,0.103991,0.054869,668.0507,1.999183,0.062836,5.470407
w0003r3,FULL,125,7,1.0,1,5,359,279,359,0,6.659556,0.536089,0.07319,0.034014,780.2044,1.955263,0.329795,8.502466
w0003r3,FULL,126,8,1.0,1,6,82,279,82,0,6.761954,0.544332,0.067961,0.021252,864.3297,1.990471,0.045023,9.424513
w0004r0,FULL,120,2,1.0,1,0,1116,1116,1116,1,0.821623,0.06614,0.828986,0.741612,2.2742,1.444684,0.933665,5.30259
w0004r0,FULL,121,3,1.0,1,1,303,1116,303,0,3.576078,0.287872,0.425199,0.336072,35.7331,1.772341,4.721174,5.798923
w0004r0,FULL,122,4,1.0,1,2,279,1116,65019,0,5.69404,0.458366,0.174734,0.054641,297.0915,1.872478,3.22468,7.948313
w0004r0,FULL,123,5,1.0,1,3,65019,1116,65019,0,5.975386,0.481014,0.16807,0.109986,393.6199,1.876102,6.18878,9.187995
w0004r0,FULL,124,6,1.0,1,4,6135,1116,496,0,5.813624,0.467992,0.157921,0.096078,334.8303,1.93705,5.852823,9.352987
w0004r0,FULL,125,7,1.0,1,5,1116,1116,1116,1,5.440063,0.437921,0.174486,0.075067,230.4568,1.874553,7.182629,6.675268
w0004r0,FULL,126,8,1.0,1,6,3554,1116,417,0,5.498062,0.44259,0.20917,0.127258,244.2182,1.88614,5.873153,8.874895
w0004r1,FULL,120,2,1.0,1,0,310,1472,310,0,2.81825,0.226867,0.246138,0.054446,16.7475,1.908825,1.581586,7.105239
w0004r1,FULL,121,3,1.0,1,1,14369,279,14369,0,4.757351,0.382963,0.132899,0.035668,116.4371,1.975379,2.004052,7.198855
w0004r1,FULL,122,4,1.0,1,2,1238,279,641,0,5.42798,0.436948,0.213656,0.162908,227.6888,1.51938,2.776141,6.984268
w0004r1,FULL,123,5,1.0,1,3,3996,303,264,0,5.209139,0.419332,0.087869,0.010325,182.9365,1.880239,3.898825,7.44749
w0004r1,FULL,124,6,1.0,1,4,75528,1116,75528,0,4.657015,0.374886,0.11242,0.006811,105.3212,1.999855,0.006766,7.061764
w0004r1,FULL,125,7,1.0,1,5,4927,1116,8545,0,4.086955,0.328997,0.172009,0.029408,59.5583,1.942585,2.418957,7.381935
w0004r1,FULL,126,8,1.0,1,6,46289,1116,46289,0,3.809289,0.306645,0.199628,0.070738,45.1183,1.986787,0.869712,4.50403
w0004r2,FULL,120,2,1.0,1,0,23563,279,279,1,5.767369,0.464269,0.091265,0.03234,319.6956,1.849723,2.835261,6.885242
w0004r2,FULL,121,3,1.0,1,1,9232,421,11395,0,4.79356,0.385878,0.196136,0.091152,120.7303,1.825948,4.912653,7.334684
w0004r2,FULL,122,4,1.0,1,2,430,279,430,0,4.730062,0.380767,0.200775,0.122151,113.3026,1.703342,2.4037,7.907547
w0004r2,FULL,123,5,1.0,1,3,328,279,264,0,4.930224,0.396879,0.154274,0.0767,138.4105,1.872623,2.579597,6.710177
w0004r2,FULL,124,6,1.0,1,4,264,279,264,0,5.080381,0.408967,0.165203,0.019412,160.8354,1.921583,3.176323,5.231123
w0004r2,FULL,125,7,1.0,1,5,32066,220,1925,0,5.136856,0.413513,0.158131,0.078617,170.1799,1.957257,6.603813,7.173021
w0004r2,FULL,126,8,1.0,1,6,3013,15,3013,0,4.785724,0.385247,0.135299,0.029928,119.788,1.927069,1.623674,9.041915
w0004r3,FULL,120,2,1.0,1,0,1116,50894,11,0,0.450393,0.036256,0.954367,0.950925,1.5689,1.925539,2.179188,6.800389
w0004r3,FULL,121,3,1.0,1,1,27680,50894,1478,0,1.030343,0.082942,0.807275,0.74101,2.802,1.964892,4.292066,4.946143
w0004r3,FULL,122,4,1.0,1,2,3114,50894,3114,0,2.274945,0.183131,0.501866,0.358079,9.7274,1.999102,0.045242,6.971189
w0004r3,FULL,123,5,1.0,1,3,6075,1116,6075,0,5.160138,0.415387,0.079778,0.004834,174.1884,1.990083,0.096401,8.654688
w0004r3,FULL,124,6,1.0,1,4,1116,264,1116,0,5.461082,0.439613,0.095538,0.005788,235.3518,1.835739,1.548046,7.616986
w0004r3,FULL,125,7,1.0,1,5,14081,279,1478,0,5.475464,0.440771,0.086292,0.023159,238.7612,1.905312,2.764602,7.595468
w0004r3,FULL,126,8,1.0,1,6,310,220,9897,0,5.290165,0.425854,0.175704,0.125364,198.3763,1.973547,2.594181,7.812955
w0005r0,FULL,120,2,1.0,1,0,359,8961,310,0,4.629954,0.372708,0.266153,0.210364,102.5094,1.798034,2.077299,6.742682
w0005r0,FULL,121,3,1.0,1,1,82,310,82,0,3.989295,0.321135,0.219895,0.068764,54.0168,1.995774,0.10172,5.41239
w0005r0,FULL,122,4,1.0,1,2,6121,310,1118,0,3.965174,0.319194,0.232066,0.10785,52.7295,1.812604,5.4125,5.308209
w0005r0,FULL,123,5,1.0,1,3,15754,328,15754,0,4.82823,0.388669,0.196859,0.10387,124.9895,1.807049,3.236943,6.664382
w0005r0,FULL,124,6,1.0,1,4,310,328,310,0,5.098165,0.410399,0.148014,0.052449,163.7212,1.595123,2.155635,8.418022
w0005r0,FULL,125,7,1.0,1,5,381,328,381,0,5.291818,0.425987,0.116537,0.045854,198.7043,1.93661,1.789252,7.825592
w0005r0,FULL,126,8,1.0,1,6,35769,641,328,0,4.90744,0.395045,0.161033,0.074838,135.2927,1.919677,4.112312,7.537032
w0005r1,FULL,120,2,1.0,1,0,1420,6990,1420,0,4.702623,0.378558,0.120537,0.007303,110.2359,1.750863,4.839077,6.510324
w0005r1,FULL,121,3,1.0,1,1,359,641,1116,0,3.875273,0.311957,0.143905,0.0,48.1959,1.842688,2.193153,6.12699
w0005r1,FULL,122,4,1.0,1,2,82,641,82,0,3.633458,0.292491,0.195458,0.0,37.8435,1.990492,0.199527,8.185754
w0005r1,FULL,123,5,1.0,1,3,51199,641,4649,0,3.842773,0.30934,0.215053,0.0,46.6547,1.921405,4.970665,8.063483
w0005r1,FULL,124,6,1.0,1,4,1116,641,321,0,3.761271,0.30278,0.230568,0.027092,43.0031,1.955045,1.395442,8.774417
w0005r1,FULL,125,7,1.0,1,5,430,1116,440,0,4.391907,0.353545,0.195495,0.011844,80.7943,1.903313,5.266917,8.336464
w0005r1,FULL,126,8,1.0,1,6,1575,1116,1575,0,4.987336,0.401477,0.147382,0.017318,146.5455,1.912642,2.967452,8.072824
w0005r2,FULL,120,2,1.0,1,0,11920,11920,11920,1,2.691891,0.216695,0.498655,0.380214,14.7596,1.984551,1.888679,6.682298
w0005r2,FULL,121,3,1.0,1,1,641,641,641,1,3.175027,0.255587,0.372699,0.196648,23.9275,1.948323,0.788213,5.624135
w0005r2,FULL,122,4,1.0,1,2,695,641,271,0,4.250407,0.342155,0.148087,0.008972,70.134,1.923378,2.3534,6.309555
w0005r2,FULL,123,5,1.0,1,3,248044,11920,42212,0,3.151921,0.253727,0.331023,0.130248,23.3809,1.921336,5.040054,5.245362
w0005r2,FULL,124,6,1.0,1,4,22006,271,410,0,3.838428,0.308991,0.340526,0.222844,46.4524,1.952541,7.281181,3.591895
w0005r2,FULL,125,7,1.0,1,5,279,271,279,0,4.535028,0.365066,0.108742,0.006588,93.2261,1.852596,4.07518,6.632934
w0005r2,FULL,126,8,1.0,1,6,23104,641,220,0,4.629317,0.372657,0.27292,0.151812,102.4441,1.801631,7.151274,7.10636
w0005r3,FULL,120,2,1.0,1,0,21,15,15,1,2.448384,0.197093,0.18638,0.0219,11.5696,1.561837,2.465608,3.380728
w0005r3,FULL,121,3,1.0,1,1,791,791,791,1,0.718086,0.057805,0.882332,0.843565,2.0505,1.932977,1.059593,7.318691
w0005r3,FULL,122,4,1.0,1,2,9057,791,9057,0,1.071608,0.086264,0.821478,0.796672,2.9201,1.98288,0.116234,5.479193
w0005r3,FULL,123,5,1.0,1,3,198611,791,198611,0,1.454293,0.11707,0.756933,0.727584,4.2815,1.993163,0.85866,4.121515
w0005r3,FULL,124,6,1.0,1,4,318,791,318,0,2.542014,0.20463,0.467215,0.395565,12.7052,1.900099,0.292165,8.163296
w0005r3,FULL,125,7,1.0,1,5,220,108,220,0,3.866903,0.311283,0.117651,0.058492,47.7941,1.999757,0.118021,3.777464
w0005r3,FULL,126,8,1.0,1,6,20,791,20,0,2.992777,0.240916,0.328903,0.245743,19.941,1.991105,0.074496,7.772384
w0006r0,FULL,120,2,1.0,1,0,328,264,264,1,3.745593,0.301517,0.260578,0.13749,42.3341,1.804257,4.962498,4.995766
w0006r0,FULL,121,3,1.0,1,1,16501,279,3743,0,5.014969,0.403701,0.159281,0.074024,150.6515,1.947213,6.471295,3.341706
w0006r0,FULL,122,4,1.0,1,2,3755,279,421,0,5.255133,0.423034,0.11576,0.031068,191.5469,1.964574,4.177467,6.532939
w0006r0,FULL,123,5,1.0,1,3,286,641,286,0,4.140493,0.333307,0.194419,0.03324,62.8338,1.993894,0.050336,5.313758
w0006r0,FULL,124,6,1.0,1,4,383,279,383,0,4.065401,0.327262,0.243588,0.065375,58.2883,1.988983,0.538466,6.217764
w0006r0,FULL,125,7,1.0,1,5,43841,279,43841,0,4.581198,0.368783,0.204346,0.054843,97.6313,1.789326,5.323821,6.838837
w0006r0,FULL,126,8,1.0,1,6,328,641,314,0,5.100258,0.410567,0.154317,0.034135,164.0643,1.991622,1.748019,2.771789
w0006r1,FULL,120,2,1.0,1,0,88895,14448,88895,0,4.194679,0.337669,0.19934,0.044094,66.3325,1.999729,0.124457,2.792716
w0006r1,FULL,121,3,1.0,1,1,1116,1116,1116,1,3.053904,0.245837,0.388017,0.245273,21.1979,1.928627,0.970627,3.904875
w0006r1,FULL,122,4,1.0,1,2,56890,1116,18255,0,3.116852,0.250904,0.528982,0.479779,22.5752,1.901574,3.945546,7.820838
w0006r1,FULL,123,5,1.0,1,3,1116,1116,1116,1,3.978659,0.320279,0.454151,0.414468,53.4453,1.842835,3.014513,7.575211
w0006r1,FULL,124,6,1.0,1,4,18698,1116,18698,0,4.817453,0.387801,0.327676,0.263153,123.6497,1.851864,4.759282,8.251279
w0006r1,FULL,125,7,1.0,1,5,1116,1116,1116,1,5.550242,0.44679,0.214987,0.153392,257.2999,1.966257,0.673964,8.282325
w0006r1,FULL,126,8,1.0,1,6,22317,1116,19053,0,5.1637,0.415674,0.244111,0.154308,174.8101,1.943934,3.015293,9.31672
w0006r2,FULL,120,2,1.0,1,0,1478,271,1830,0,4.79581,0.386059,0.166393,0.071585,121.0023,1.979364,5.151047,6.523651
w0006r2,FULL,121,3,1.0,1,1,4121,328,4121,0,5.635492,0.453653,0.065397,0.0,280.1968,1.981932,0.900639,5.46302
w0006r2,FULL,122,4,1.0,1,2,8261,421,8261,0,5.123764,0.412459,0.136836,0.030268,167.9663,1.983519,0.870529,5.178951
w0006r2,FULL,123,5,1.0,1,3,4501,279,4800,0,5.237192,0.42159,0.122526,0.007423,188.141,1.937862,4.167834,5.324645
w0006r2,FULL,124,6,1.0,1,4,279,279,264,0,5.448958,0.438637,0.117555,0.03155,232.5159,1.963348,2.582189,3.616532
w0006r2,FULL,125,7,1.0,1,5,14192,279,1830,0,5.899512,0.474906,0.096061,0.025781,364.8593,1.919473,3.098854,7.877054
w0006r2,FULL,126,8,1.0,1,6,641,279,303,0,5.810267,0.467722,0.088666,0.0,333.7084,1.962454,2.233377,8.115391
w0006r3,FULL,120,2,1.0,1,0,3146,31416,836,0,4.922247,0.396237,0.157709,0.073293,137.3108,1.712693,2.668821,5.723173
w0006r3,FULL,121,3,1.0,1,1,14496,31416,14496,0,5.309721,0.427429,0.081047,0.009523,202.2938,1.992876,0.937058,7.447824
w0006r3,FULL,122,4,1.0,1,2,25043,31416,9565,0,5.691885,0.458193,0.07173,0.004346,296.4521,1.963654,1.152075,7.4972
w0006r3,FULL,123,5,1.0,1,3,310,279,310,0,5.473912,0.440646,0.133569,0.087409,238.391,1.931143,1.622708,8.012142
