example_id,stratum,position,offset,timestep,corruption_level,n_corrupted_predecessors,clean_token,proposed_token,verifier_token,accepted,entropy,normalized_entropy,top1_probability,top1_top2_margin,effective_support,existing_draftability_score,teacher_entropy,corrupt_entropy
w0001r2,FULL,122,4,1.0,1,2,1788,561,1788,0,4.54894,0.366186,0.171891,0.07395,94.5322,1.991281,0.494199,5.75577
w0001r2,FULL,123,5,1.0,1,3,803,279,803,0,5.409106,0.435429,0.100978,0.011865,223.4318,1.990771,0.045969,3.891989
w0001r2,FULL,124,6,1.0,1,4,321,279,641,0,4.942201,0.397844,0.168005,0.125527,140.0782,1.891316,1.665371,6.23036
w0001r2,FULL,125,7,1.0,1,5,19417,279,47771,0,4.691946,0.377698,0.211074,0.163977,109.0652,1.906561,4.2406,8.001421
w0001r2,FULL,126,8,1.0,1,6,380,279,2201,0,4.49358,0.36173,0.233757,0.178235,89.4411,1.866189,3.424476,8.541684
w0001r3,FULL,120,2,1.0,1,0,1848,410,760,0,7.682322,0.618421,0.065306,0.003957,2169.6509,1.96093,7.268115,6.595926
w0001r3,FULL,121,3,1.0,1,1,5361,279,220,0,8.002477,0.644194,0.116024,0.053921,2988.3501,1.893093,3.47228,4.046757
w0001r3,FULL,122,4,1.0,1,2,220,279,220,0,7.544104,0.607295,0.091327,0.048187,1889.5682,1.9993,0.014458,3.02736
w0001r3,FULL,123,5,1.0,1,3,18,279,17,0,6.420372,0.516835,0.120378,0.063515,614.2313,1.991469,1.133572,8.186138
w0001r3,FULL,124,6,1.0,1,4,15,279,15,0,5.846352,0.470627,0.122842,0.032969,345.9698,1.986504,0.299846,4.159347
w0001r3,FULL,125,7,1.0,1,5,1116,279,1116,0,5.578554,0.44907,0.134559,0.036114,264.6887,1.927679,0.822046,8.541513
w0001r3,FULL,126,8,1.0,1,6,220,279,220,0,5.619592,0.452373,0.143145,0.050724,275.7768,1.982525,1.800931,3.316355
w0002r0,FULL,120,2,1.0,1,0,3820,1116,5587,0,8.116561,0.653377,0.016983,0.005311,3349.4819,1.990122,7.409493,3.449388
w0002r0,FULL,121,3,1.0,1,1,181353,1116,5587,0,2.727018,0.219523,0.648258,0.609327,15.2872,1.60788,6.276745,8.932207
w0002r0,FULL,122,4,1.0,1,2,3205,1116,3205,0,3.263061,0.262674,0.516397,0.408154,26.1294,1.999312,0.56061,6.794633
w0002r0,FULL,123,5,1.0,1,3,2878,1116,1060,0,3.336545,0.268589,0.416165,0.179041,28.1218,1.998158,0.734756,2.321184
w0002r0,FULL,124,6,1.0,1,4,1116,1116,1116,1,5.07319,0.408388,0.257204,0.101202,159.6829,1.605048,2.348481,6.019895
w0002r0,FULL,125,7,1.0,1,5,35510,1116,279,0,3.53827,0.284828,0.513679,0.424415,34.4074,1.641681,4.568867,8.629892
w0002r0,FULL,126,8,1.0,1,6,1116,279,321,0,4.080853,0.328506,0.2315,0.0,59.1959,1.757374,3.726667,6.241634
w0002r1,FULL,120,2,1.0,1,0,466,1116,1116,1,4.947865,0.398299,0.178335,0.127241,140.8738,1.781741,2.559986,7.074163
w0002r1,FULL,121,3,1.0,1,1,39837,1116,888,0,4.334159,0.348897,0.214316,0.148953,76.2608,1.821188,5.341228,7.409206
w0002r1,FULL,122,4,1.0,1,2,321,1116,641,0,3.756009,0.302356,0.25883,0.150933,42.7773,1.667006,2.363121,7.54759
w0002r1,FULL,123,5,1.0,1,3,7143,1116,47966,0,3.408375,0.274372,0.24399,0.113391,30.2161,1.879912,5.311972,6.876278
w0002r1,FULL,124,6,1.0,1,4,303,1116,641,0,3.519349,0.283305,0.21809,0.085812,33.7624,1.86609,2.412631,6.754161
w0002r1,FULL,125,7,1.0,1,5,866,1116,866,0,3.717954,0.299293,0.20481,0.045304,41.1801,1.950507,2.491065,7.87312
w0002r1,FULL,126,8,1.0,1,6,1560,1116,1560,0,4.026387,0.324121,0.165472,0.019443,56.058,1.980526,0.490818,8.06468
w0002r2,FULL,120,2,1.0,1,0,53964,15,53964,0,5.355178,0.431088,0.076076,0.0,211.7016,1.906954,4.132993,2.321197
w0002r2,FULL,121,3,1.0,1,1,9919,998,998,1,3.97608,0.320072,0.149087,0.046621,53.3077,1.863755,2.908271,8.071856
w0002r2,FULL,122,4,1.0,1,2,2261,998,303,0,4.672359,0.376121,0.256645,0.20285,106.9497,1.930155,1.141376,9.123878
w0002r2,FULL,123,5,1.0,1,3,1160,303,279,0,4.868809,0.391936,0.117668,0.0,130.1658,1.932214,1.029247,6.89251
w0002r2,FULL,124,6,1.0,1,4,6735,303,6735,0,4.806879,0.38695,0.135644,0.008218,122.3492,1.898725,2.301339,7.559902
w0002r2,FULL,125,7,1.0,1,5,362,279,362,0,4.785753,0.38525,0.145878,0.008838,119.7916,1.991152,0.087417,8.801428
w0002r2,FULL,126,8,1.0,1,6,2502,279,1116,0,4.831581,0.388939,0.153126,0.02618,125.4091,1.867701,2.328036,8.822077
w0002r3,FULL,120,2,1.0,1,0,42143,48107,769,0,5.649737,0.4548,0.105664,0.055752,284.2168,1.797486,7.177219,5.345198
w0002r3,FULL,121,3,1.0,1,1,13227,1116,1116,1,4.485147,0.361051,0.129647,0.028678,88.6899,1.868196,3.409708,6.542477
w0002r3,FULL,122,4,1.0,1,2,658,279,658,0,4.035716,0.324872,0.264969,0.161206,56.5834,1.960947,4.304471,6.295128
w0002r3,FULL,123,5,1.0,1,3,318,279,1116,0,3.816772,0.307247,0.321663,0.217234,45.4572,1.638595,2.563263,7.970031
w0002r3,FULL,124,6,1.0,1,4,3750,279,220,0,4.170988,0.335761,0.259067,0.1288,64.7794,1.74026,4.817638,7.439181
w0002r3,FULL,125,7,1.0,1,5,310,279,430,0,4.294019,0.345665,0.258461,0.150718,73.2603,1.937183,1.634999,8.026426
w0002r3,FULL,126,8,1.0,1,6,24424,279,279,1,4.33433,0.34891,0.256546,0.173258,76.2738,1.950983,3.237258,5.878796
w0003r0,FULL,120,2,1.0,1,0,1521,271,321,0,4.959239,0.399215,0.070108,0.004248,142.4853,1.706053,3.925065,6.847348
w0003r0,FULL,121,3,1.0,1,1,781,733,314,0,6.51941,0.524808,0.053046,0.006233,678.1783,1.800429,2.457003,7.924168
w0003r0,FULL,122,4,1.0,1,2,8415,1116,8415,0,6.04957,0.486986,0.112871,0.065819,423.9305,1.961188,2.605244,7.204263
w0003r0,FULL,123,5,1.0,1,3,78021,421,421,1,4.196005,0.337775,0.263313,0.113282,66.4205,1.962719,4.039532,6.471047
w0003r0,FULL,124,6,1.0,1,4,364,421,494,0,3.962213,0.318955,0.249004,0.015086,52.5735,1.839473,2.009749,7.094614
w0003r0,FULL,125,7,1.0,1,5,836,279,836,0,4.71781,0.37978,0.270077,0.187708,111.9229,1.981109,1.672216,8.980348
w0003r0,FULL,126,8,1.0,1,6,3302,279,29050,0,5.090186,0.409756,0.234259,0.185156,162.4201,1.96463,3.650071,7.167527
w0003r1,FULL,120,2,1.0,1,0,62391,62391,62391,1,2.935838,0.236333,0.423229,0.246801,18.8373,1.771643,2.709781,7.621035
w0003r1,FULL,121,3,1.0,1,1,769,12552,769,0,3.308201,0.266308,0.488936,0.426775,27.3359,1.770815,1.332794,6.974611
w0003r1,FULL,122,4,1.0,1,2,405,321,405,0,2.69939,0.217299,0.259815,0.0,14.8707,1.997741,0.090455,6.269221
w0003r1,FULL,123,5,1.0,1,3,641,321,641,0,4.184371,0.336839,0.243892,0.174016,65.6522,1.853794,2.060965,8.492655
w0003r1,FULL,124,6,1.0,1,4,695,279,561,0,4.680793,0.3768,0.145854,0.032263,107.8556,1.749114,4.388104,7.156997
w0003r1,FULL,125,7,1.0,1,5,248044,279,760,0,5.12093,0.412231,0.162436,0.063914,167.491,1.722769,5.631306,8.959776
w0003r1,FULL,126,8,1.0,1,6,1049,279,410,0,5.0633,0.407592,0.154575,0.066501,158.1115,1.665262,7.720044,8.554938
w0003r2,FULL,120,2,1.0,1,0,17,17,17,1,3.128929,0.251876,0.483977,0.353716,22.8495,1.991158,0.549929,7.836222
w0003r2,FULL,121,3,1.0,1,1,15,557,15,0,5.092143,0.409914,0.148464,0.058416,162.7383,1.992323,0.061938,7.187738
w0003r2,FULL,122,4,1.0,1,2,16,279,16,0,5.063553,0.407612,0.163122,0.057803,158.1514,1.99664,0.957535,6.564622
w0003r2,FULL,123,5,1.0,1,3,18,279,18,0,4.794771,0.385976,0.259171,0.169604,120.8767,1.999697,2.301141,6.866071
w0003r2,FULL,124,6,1.0,1,4,1116,279,1116,0,4.981074,0.400973,0.27063,0.18277,145.6307,1.812864,0.98015,7.970093
w0003r2,FULL,125,7,1.0,1,5,279,279,279,1,5.062641,0.407539,0.252916,0.159874,158.0072,1.440296,5.652071,6.41203
w0003r2,FULL,126,8,1.0,1,6,5300,279,20583,0,5.276845,0.424782,0.191299,0.067787,195.7512,1.708397,6.543838,8.215675
w0003r3,FULL,120,2,1.0,1,0,69581,321,279,0,5.260797,0.42349,0.1755,0.114849,192.6349,1.968258,4.443452,3.438278
w0003r3,FULL,121,3,1.0,1,1,866,279,279,1,6.200331,0.499122,0.088322,0.023704,492.912,1.825108,3.665947,7.800013
w0003r3,FULL,122,4,1.0,1,2,314,1116,314,0,5.525183,0.444773,0.160788,0.069174,250.9323,1.946213,1.890258,7.604688
w0003r3,FULL,123,5,1.0,1,3,2776,1116,279,0,5.045001,0.406119,0.209349,0.116451,155.2445,1.974991,1.202885,7.403463
w0003r3,FULL,124,6,1.0,1,4,17180,1116,17180,0,5.47106,0.440416,0.147226,0.046039,237.7121,1.999183,0.062836,5.470407
w0003r3,FULL,125,7,1.0,1,5,359,1116,359,0,5.312245,0.427632,0.179725,0.083525,202.8051,1.955263,0.329795,8.502466
w0003r3,FULL,126,8,1.0,1,6,82,1116,82,0,5.365111,0.431888,0.165312,0.065045,213.815,1.990471,0.045023,9.424513
w0004r0,FULL,120,2,1.0,1,0,1116,1116,1116,1,0.860698,0.069286,0.80034,0.692025,2.3648,1.444684,0.933665,5.30259
w0004r0,FULL,121,3,1.0,1,1,303,303,303,1,5.198801,0.4185,0.169197,0.084119,181.055,1.772341,4.721174,5.798923
w0004r0,FULL,122,4,1.0,1,2,279,220,65019,0,5.617962,0.452242,0.120239,0.0,275.3278,1.872478,3.22468,7.948313
w0004r0,FULL,123,5,1.0,1,3,65019,1116,65019,0,5.354821,0.431059,0.13536,0.023143,211.6261,1.876102,6.18878,9.187995
w0004r0,FULL,124,6,1.0,1,4,6135,1116,496,0,5.336985,0.429623,0.10511,0.017971,207.885,1.93705,5.852823,9.352987
w0004r0,FULL,125,7,1.0,1,5,1116,279,1116,0,5.259102,0.423354,0.132414,0.022639,192.3087,1.874553,7.182629,6.675268
w0004r0,FULL,126,8,1.0,1,6,3554,279,417,0,5.186149,0.417481,0.113402,0.030435,178.7787,1.88614,5.873153,8.874895
w0004r1,FULL,120,2,1.0,1,0,310,1472,310,0,2.631896,0.211866,0.263895,0.031008,13.9001,1.908825,1.581586,7.105239
w0004r1,FULL,121,3,1.0,1,1,14369,310,14369,0,3.325099,0.267668,0.236609,0.083843,27.8018,1.975379,2.004052,7.198855
w0004r1,FULL,122,4,1.0,1,2,1238,279,641,0,4.029671,0.324386,0.294455,0.224516,56.2424,1.51938,2.776141,6.984268
w0004r1,FULL,123,5,1.0,1,3,3996,1116,264,0,4.033488,0.324693,0.143117,0.008671,56.4575,1.880239,3.898825,7.44749
w0004r1,FULL,124,6,1.0,1,4,75528,1116,75528,0,3.744052,0.301393,0.186062,0.07321,42.2689,1.999855,0.006766,7.061764
w0004r1,FULL,125,7,1.0,1,5,4927,1116,8545,0,3.668867,0.295341,0.203753,0.087658,39.2075,1.942585,2.418957,7.381935
w0004r1,FULL,126,8,1.0,1,6,46289,1116,46289,0,3.642154,0.293191,0.227807,0.098007,38.174,1.986787,0.869712,4.50403
w0004r2,FULL,120,2,1.0,1,0,23563,279,279,1,5.208146,0.419252,0.096138,0.016437,182.7549,1.849723,2.835261,6.885242
w0004r2,FULL,121,3,1.0,1,1,9232,421,11395,0,3.169511,0.255143,0.424167,0.268125,23.7958,1.825948,4.912653,7.334684
w0004r2,FULL,122,4,1.0,1,2,430,279,430,0,3.999771,0.321979,0.315563,0.219322,54.5857,1.703342,2.4037,7.907547
w0004r2,FULL,123,5,1.0,1,3,328,279,264,0,4.498965,0.362163,0.285993,0.236295,89.924,1.872623,2.579597,6.710177
w0004r2,FULL,124,6,1.0,1,4,264,279,264,0,4.936247,0.397364,0.228647,0.174339,139.2467,1.921583,3.176323,5.231123
w0004r2,FULL,125,7,1.0,1,5,32066,279,1925,0,5.084612,0.409308,0.181826,0.110622,161.5172,1.957257,6.603813,7.173021
w0004r2,FULL,126,8,1.0,1,6,3013,279,3013,0,5.134471,0.413321,0.161349,0.080218,169.7746,1.927069,1.623674,9.041915
w0004r3,FULL,120,2,1.0,1,0,1116,50894,11,0,0.041414,0.003334,0.99574,0.995116,1.0423,1.925539,2.179188,6.800389
w0004r3,FULL,121,3,1.0,1,1,27680,561,1478,0,3.777503,0.304086,0.197726,0.091891,43.7068,1.964892,4.292066,4.946143
w0004r3,FULL,122,4,1.0,1,2,3114,561,3114,0,3.651457,0.29394,0.213034,0.066618,38.5308,1.999102,0.045242,6.971189
w0004r3,FULL,123,5,1.0,1,3,6075,5832,6075,0,4.154058,0.334399,0.286021,0.226068,63.6919,1.990083,0.096401,8.654688
w0004r3,FULL,124,6,1.0,1,4,1116,8213,1116,0,4.123468,0.331936,0.1494,0.046719,61.7731,1.835739,1.548046,7.616986
w0004r3,FULL,125,7,1.0,1,5,14081,279,1478,0,4.369738,0.351761,0.074311,0.008732,79.0229,1.905312,2.764602,7.595468
w0004r3,FULL,126,8,1.0,1,6,310,279,9897,0,4.671086,0.376019,0.152867,0.103239,106.8137,1.973547,2.594181,7.812955
w0005r0,FULL,120,2,1.0,1,0,359,8961,310,0,4.350005,0.350172,0.291221,0.21284,77.4789,1.798034,2.077299,6.742682
w0005r0,FULL,121,3,1.0,1,1,82,310,82,0,3.036597,0.244444,0.438212,0.312662,20.8342,1.995774,0.10172,5.41239
w0005r0,FULL,122,4,1.0,1,2,6121,310,1118,0,3.263916,0.262743,0.350603,0.137952,26.1518,1.812604,5.4125,5.308209
w0005r0,FULL,123,5,1.0,1,3,15754,310,15754,0,3.474157,0.279667,0.34964,0.221015,32.2706,1.807049,3.236943,6.664382
w0005r0,FULL,124,6,1.0,1,4,310,328,310,0,4.677113,0.376504,0.175378,0.054842,107.4594,1.595123,2.155635,8.418022
w0005r0,FULL,125,7,1.0,1,5,381,328,381,0,4.947139,0.398241,0.132811,0.052257,140.7716,1.93661,1.789252,7.825592
w0005r0,FULL,126,8,1.0,1,6,35769,641,328,0,4.55184,0.36642,0.188897,0.05907,94.8067,1.919677,4.112312,7.537032
w0005r1,FULL,120,2,1.0,1,0,1420,1420,1420,1,4.341868,0.349517,0.26817,0.169516,76.851,1.750863,4.839077,6.510324
w0005r1,FULL,121,3,1.0,1,1,359,641,1116,0,2.443691,0.196715,0.316892,0.037236,11.5155,1.842688,2.193153,6.12699
w0005r1,FULL,122,4,1.0,1,2,82,561,82,0,5.40252,0.434899,0.104873,0.023198,221.965,1.990492,0.199527,8.185754
w0005r1,FULL,123,5,1.0,1,3,51199,279,4649,0,5.377604,0.432893,0.120723,0.014185,216.503,1.921405,4.970665,8.063483
w0005r1,FULL,124,6,1.0,1,4,1116,279,321,0,5.497645,0.442556,0.101847,0.017413,244.1163,1.955045,1.395442,8.774417
w0005r1,FULL,125,7,1.0,1,5,430,279,440,0,5.3589,0.431388,0.112116,0.013174,212.4911,1.903313,5.266917,8.336464
w0005r1,FULL,126,8,1.0,1,6,1575,1116,1575,0,5.316504,0.427975,0.125404,0.027739,203.6707,1.912642,2.967452,8.072824
w0005r2,FULL,120,2,1.0,1,0,11920,271,11920,0,2.52383,0.203167,0.589728,0.509917,12.4763,1.984551,1.888679,6.682298
w0005r2,FULL,121,3,1.0,1,1,641,271,641,0,5.06241,0.40752,0.150655,0.0,157.9708,1.948323,0.788213,5.624135
w0005r2,FULL,122,4,1.0,1,2,695,43316,271,0,3.838954,0.309033,0.535705,0.518485,46.4768,1.923378,2.3534,6.309555
w0005r2,FULL,123,5,1.0,1,3,248044,271,42212,0,5.169008,0.416101,0.155029,0.077075,175.7404,1.921336,5.040054,5.245362
w0005r2,FULL,124,6,1.0,1,4,22006,561,410,0,5.750379,0.462901,0.120349,0.014141,314.3098,1.952541,7.281181,3.591895
w0005r2,FULL,125,7,1.0,1,5,279,279,279,1,6.080534,0.489479,0.171794,0.130989,437.2626,1.852596,4.07518,6.632934
w0005r2,FULL,126,8,1.0,1,6,23104,279,220,0,5.660773,0.455688,0.194698,0.142296,287.3707,1.801631,7.151274,7.10636
w0005r3,FULL,120,2,1.0,1,0,21,20,15,0,2.501866,0.201398,0.169591,0.019927,12.2052,1.561837,2.465608,3.380728
w0005r3,FULL,121,3,1.0,1,1,791,791,791,1,1.158581,0.093265,0.766501,0.710976,3.1854,1.932977,1.059593,7.318691
w0005r3,FULL,122,4,1.0,1,2,9057,791,9057,0,0.942339,0.075858,0.845588,0.820054,2.566,1.98288,0.116234,5.479193
w0005r3,FULL,123,5,1.0,1,3,198611,220,198611,0,0.585434,0.047127,0.773097,0.551601,1.7958,1.993163,0.85866,4.121515
w0005r3,FULL,124,6,1.0,1,4,318,220,318,0,0.016019,0.00129,0.998243,0.997074,1.0161,1.900099,0.292165,8.163296
w0005r3,FULL,125,7,1.0,1,5,220,20,220,0,1.624018,0.130732,0.527938,0.376681,5.0734,1.999757,0.118021,3.777464
w0005r3,FULL,126,8,1.0,1,6,20,20,20,1,2.389424,0.192347,0.170053,0.037616,10.9072,1.991105,0.074496,7.772384
w0006r0,FULL,120,2,1.0,1,0,328,264,264,1,4.140195,0.333283,0.190481,0.074948,62.8151,1.804257,4.962498,4.995766
w0006r0,FULL,121,3,1.0,1,1,16501,30195,3743,0,5.829926,0.469305,0.05514,0.009427,340.3335,1.947213,6.471295,3.341706
w0006r0,FULL,122,4,1.0,1,2,3755,641,421,0,3.335613,0.268514,0.391961,0.323848,28.0956,1.964574,4.177467,6.532939
w0006r0,FULL,123,5,1.0,1,3,286,641,286,0,2.225682,0.179166,0.600707,0.528963,9.2598,1.993894,0.050336,5.313758
w0006r0,FULL,124,6,1.0,1,4,383,641,383,0,3.308111,0.266301,0.361989,0.244468,27.3335,1.988983,0.538466,6.217764
w0006r0,FULL,125,7,1.0,1,5,43841,641,43841,0,3.763523,0.302961,0.330497,0.241545,43.1,1.789326,5.323821,6.838837
w0006r0,FULL,126,8,1.0,1,6,328,641,314,0,4.115031,0.331257,0.284722,0.203148,61.2541,1.991622,1.748019,2.771789
w0006r1,FULL,120,2,1.0,1,0,88895,1116,88895,0,3.364838,0.270867,0.314078,0.198535,28.9288,1.999729,0.124457,2.792716
w0006r1,FULL,121,3,1.0,1,1,1116,314,1116,0,1.666736,0.134171,0.535459,0.248848,5.2949,1.928627,0.970627,3.904875
w0006r1,FULL,122,4,1.0,1,2,56890,1562,18255,0,4.606146,0.370791,0.148682,0.046494,100.0977,1.901574,3.945546,7.820838
w0006r1,FULL,123,5,1.0,1,3,1116,1116,1116,1,3.310872,0.266523,0.451595,0.37312,27.409,1.842835,3.014513,7.575211
w0006r1,FULL,124,6,1.0,1,4,18698,1116,18698,0,3.725471,0.299898,0.385581,0.299546,41.4908,1.851864,4.759282,8.251279
w0006r1,FULL,125,7,1.0,1,5,1116,1116,1116,1,4.425721,0.356267,0.268576,0.186665,83.573,1.966257,0.673964,8.282325
w0006r1,FULL,126,8,1.0,1,6,22317,1116,19053,0,4.044429,0.325574,0.327945,0.21461,57.0786,1.943934,3.015293,9.31672
w0006r2,FULL,120,2,1.0,1,0,1478,760,1830,0,6.611292,0.532204,0.102319,0.04402,743.4429,1.979364,5.151047,6.523651
w0006r2,FULL,121,3,1.0,1,1,4121,279,4121,0,6.796864,0.547143,0.05206,0.01628,895.0357,1.981932,0.900639,5.46302
w0006r2,FULL,122,4,1.0,1,2,8261,421,8261,0,5.186849,0.417538,0.128343,0.007776,178.9039,1.983519,0.870529,5.178951
w0006r2,FULL,123,5,1.0,1,3,4501,279,4800,0,5.024696,0.404484,0.155996,0.055277,152.1241,1.937862,4.167834,5.324645
w0006r2,FULL,124,6,1.0,1,4,279,279,264,0,5.076749,0.408675,0.142815,0.066372,160.2522,1.963348,2.582189,3.616532
w0006r2,FULL,125,7,1.0,1,5,14192,279,1830,0,5.237893,0.421647,0.12487,0.062081,188.273,1.919473,3.098854,7.877054
w0006r2,FULL,126,8,1.0,1,6,641,279,303,0,5.256048,0.423108,0.11882,0.051119,191.7224,1.962454,2.233377,8.115391
w0006r3,FULL,120,2,1.0,1,0,3146,1467,836,0,4.8275,0.38861,0.149327,0.058756,124.8983,1.712693,2.668821,5.723173
w0006r3,FULL,121,3,1.0,1,1,14496,279,14496,0,4.043599,0.325507,0.202271,0.079587,57.0312,1.992876,0.937058,7.447824
w0006r3,FULL,122,4,1.0,1,2,25043,279,9565,0,3.811735,0.306842,0.150208,0.0,45.2288,1.963654,1.152075,7.4972
w0006r3,FULL,123,5,1.0,1,3,310,303,310,0,3.553761,0.286075,0.179401,0.02108,34.9445,1.931143,1.622708,8.012142
